,game,Watch_time,Stream_time,Peak_viewers,Peak_channels,Streamers,Average_viewers,Average_channels,Average_viewer_ratio,global_sales,na_sales,eu_sales,jp_sales,other_sales,meta_critic_score,meta_user_score,release_date
719,crazy taxi,10224540,446520,24768,25,2901,18,0,128.11,3010000.0,1490000.0,1210000.0,80000.0,230000.0,74.5,7.7,2001-05-14
720,ufc undisputed 3,10193880,215040,35294,31,1180,18,0,241.84,2050000.0,1270000.0,530000.0,30000.0,220000.0,85.5,7.4,2012-02-14
721,red faction: guerrilla,10165560,698700,30947,41,3050,18,0,53.78,900000.0,480000.0,320000.0,10000.0,90000.0,83.5,7.8,2009-06-02
722,mega man zx,10158240,201240,143832,25,368,18,0,170.26000000000005,280000.0,160000.0,0.0,100000.0,20000.0,76.0,8.8,2006-09-12
723,root letter,10089060,182460,7742,17,316,16,0,249.25000000000003,80000.0,0.0,40000.0,30000.0,10000.0,78.0,8.0,2016-11-10
724,ys: memories of celceta,10072260,398040,26771,25,432,17,0,162.85000000000005,250000.0,100000.0,10000.0,100000.0,40000.0,82.0,8.7,2013-11-26
725,silent hill hd collection,10065420,253140,4073,13,739,18,0,191.82,510000.0,260000.0,160000.0,40000.0,60000.0,69.5,5.2,2012-03-20
726,vikings: wolves of midgard,10061280,843180,28015,96,2423,17,0,27.69,80000.0,50000.0,10000.0,0.0,10000.0,65.7,7.1,2017-03-28
727,ty the tasmanian tiger,10046820,668880,94477,22,2058,17,0,72.72999999999998,1620000.0,920000.0,540000.0,0.0,170000.0,69.0,8.7,2002-09-10
728,soulcalibur,10025340,135840,29375,11,12066,18,0,295.6400000000001,340000.0,0.0,0.0,340000.0,0.0,98.0,8.6,1999-09-09
729,fatal frame iii: the tormented,10019160,611820,2254,19,881,17,0,80.31,80000.0,40000.0,30000.0,0.0,10000.0,78.0,8.8,2005-11-08
730,starlink: battle for atlas,9954120,577980,12513,70,1971,18,0,33.54,770000.0,520000.0,170000.0,0.0,80000.0,74.0,6.5,2018-10-16
731,bulletstorm,9951300,452340,45158,22,1642,17,0,91.74,1180000.0,680000.0,400000.0,10000.0,100000.0,83.0,7.6,2011-02-22
732,black mirror,9948780,335520,7710,37,1027,18,0,92.25,80000.0,70000.0,0.0,0.0,10000.0,55.5,4.2,2017-11-28
733,sonic riders,9899520,209040,114907,14,1027,17,0,276.81,920000.0,710000.0,180000.0,0.0,30000.0,59.0,8.0,2006-02-21
734,the suffering,9883080,253020,11475,11,688,17,0,147.02,640000.0,360000.0,210000.0,0.0,60000.0,77.0,8.9,2004-03-09
735,soulcalibur v,9823680,461100,24019,15,720,16,0,87.59,590000.0,390000.0,130000.0,20000.0,50000.0,77.0,6.3,2012-01-31
736,barnyard,9799080,84000,28853,10,306,17,0,340.18,250000.0,180000.0,60000.0,0.0,10000.0,64.3,7.1,2006-08-01
737,shrek extra large,9751980,41940,119952,14,80,18,0,530.61,170000.0,130000.0,30000.0,0.0,0.0,36.0,7.1,2002-10-31
738,tomb raider: underworld,9735960,561600,14116,21,1816,17,0,67.78,3230000.0,1350000.0,1370000.0,60000.0,440000.0,68.3,7.1,2008-11-18
739,monster hunter,9735420,281940,16385,15,972,16,0,99.73,500000.0,110000.0,80000.0,280000.0,30000.0,68.0,8.8,2004-09-21
740,ratchet: deadlocked,9612360,247860,108168,19,436,16,0,125.98,1240000.0,850000.0,30000.0,220000.0,140000.0,81.0,8.8,2005-10-25
741,street fighter alpha 3,9609420,201600,47467,12,903,16,0,235.14,150000.0,110000.0,40000.0,0.0,0.0,83.0,8.2,2002-12-01
742,the saboteur,9607680,438960,10203,16,1096,16,0,114.31,1050000.0,460000.0,460000.0,0.0,130000.0,73.7,8.0,2009-12-08
743,lego city undercover,9589020,612840,9021,30,2920,16,0,60.49,1700000.0,550000.0,910000.0,40000.0,200000.0,77.3,7.2,2017-04-04
744,crysis 3,9584040,1129740,19008,23,5411,15,0,33.91,1830000.0,770000.0,800000.0,40000.0,220000.0,76.5,6.6,2013-02-19
745,siren: blood curse,9581400,115200,16617,12,318,17,0,313.34,280000.0,0.0,170000.0,90000.0,10000.0,78.0,8.0,2008-07-24
746,final fantasy explorers,9539580,419820,5679,62,491,16,0,66.05,590000.0,170000.0,100000.0,290000.0,30000.0,69.0,8.5,2016-01-26
747,earthworm jim,9495840,215220,17721,16,1083,17,0,179.1,290000.0,200000.0,80000.0,0.0,10000.0,72.0,6.3,2001-06-10
748,two worlds,9440820,325560,17780,19,818,16,0,139.61,720000.0,410000.0,240000.0,0.0,70000.0,57.5,6.2,2007-08-23
749,sega genesis classics,9369420,640500,11880,32,2870,16,0,30.700000000000006,630000.0,240000.0,300000.0,0.0,80000.0,76.0,7.7,2018-05-29
750,grandia ii,9364380,1132380,4508,22,1886,17,0,41.42,290000.0,140000.0,110000.0,0.0,40000.0,71.0,8.8,2002-01-28
751,tales of symphonia chronicles,9306720,172200,4890,9,210,16,0,148.71,540000.0,210000.0,130000.0,130000.0,70000.0,77.0,8.3,2014-02-25
752,teenage mutant ninja turtles,9295020,322080,128422,17,1032,16,0,95.65,2490000.0,1600000.0,730000.0,0.0,160000.0,60.8,7.9,2003-10-31
753,star ocean: the last hope,9288180,1110900,18435,38,1325,16,0,35.0,790000.0,320000.0,200000.0,210000.0,60000.0,72.0,7.3,2009-02-24
754,wwe 2k15,9285780,1652100,33944,32,7507,15,2,45.06,2600000.0,1150000.0,1070000.0,0.0,380000.0,55.7,4.1,2014-11-18
755,shadow the hedgehog,9284940,664980,10577,21,1676,14,0,69.89,1170000.0,890000.0,240000.0,0.0,40000.0,50.0,5.7,2005-11-15
756,dragon's crown,9214200,539400,10087,43,1354,16,0,66.15,890000.0,410000.0,100000.0,290000.0,90000.0,79.5,8.4,2013-08-06
757,assassin's creed: rogue,9167040,1950060,7550,32,5198,15,2,18.45,2420000.0,1120000.0,930000.0,70000.0,300000.0,72.7,7.4,2014-11-11
758,the thing,9147960,162360,10877,11,384,15,0,191.84,640000.0,370000.0,210000.0,0.0,70000.0,78.0,6.8,2002-08-19
759,senran kagura burst re:newal,9132900,466320,33906,43,1155,16,0,49.36,40000.0,0.0,0.0,40000.0,0.0,65.0,4.2,2019-01-15
760,yoku's island express,9126600,322680,22180,13,1193,16,0,58.41,40000.0,30000.0,0.0,0.0,0.0,82.7,7.9,2018-06-19
761,tony hawk's pro skater 2x,9123900,31860,112584,16,116,16,0,986.01,630000.0,410000.0,190000.0,0.0,30000.0,78.0,8.8,2001-11-14
762,sly cooper: thieves in time,9029880,366300,6997,15,594,15,0,130.48999999999998,850000.0,480000.0,200000.0,0.0,170000.0,75.0,8.2,2013-02-05
763,mega man x5,8999100,611880,9296,31,1842,15,0,74.42,750000.0,300000.0,210000.0,200000.0,50000.0,76.0,9.0,2001-02-01
764,f.e.a.r. 3,8971080,1433580,14864,39,6442,14,0,31.76,900000.0,510000.0,270000.0,20000.0,110000.0,74.5,7.0,2011-06-21
765,need for speed: prostreet,8969880,396900,2999,15,1049,15,0,76.02,8420000.0,3230000.0,2520000.0,100000.0,2560000.0,65.8,6.6,2007-11-13
766,just dance 2015,8935680,120660,13545,10,874,16,0,238.77,4680000.0,2540000.0,1670000.0,0.0,480000.0,72.5,7.2,2014-10-21
767,deadly premonition,8901300,397860,10082,19,840,15,0,95.65,260000.0,180000.0,60000.0,0.0,20000.0,68.0,8.3,2010-02-23
768,alpha protocol,8831760,378300,17617,12,890,15,0,80.48,820000.0,420000.0,300000.0,0.0,110000.0,63.5,7.1,2010-06-01
769,ufc: tapout 2,8816640,247500,37212,20,1065,14,0,270.2,100000.0,80000.0,20000.0,0.0,0.0,66.0,7.3,2003-03-20
770,dawn of discovery,8812500,442260,15663,18,1174,13,0,96.61,670000.0,190000.0,410000.0,0.0,70000.0,81.7,8.1,2009-06-25
771,monster hunter stories,8768160,448020,2933,40,551,15,0,98.45000000000002,700000.0,140000.0,150000.0,390000.0,30000.0,79.0,8.2,2017-09-08
772,area 51,8729640,98880,23610,51,519,16,0,148.04,740000.0,440000.0,230000.0,0.0,70000.0,73.5,8.0,2005-04-25
773,apollo justice: ace attorney,8698500,374040,2844,16,432,15,0,112.8,1000000.0,280000.0,50000.0,650000.0,30000.0,77.5,8.1,2008-02-19
774,tom clancy's splinter cell,8696340,1043400,9731,25,3412,15,0,40.49,5910000.0,3180000.0,2200000.0,0.0,540000.0,90.5,8.2,2002-11-17
775,fifa 14,8695680,2147280,37046,34,6707,15,3,23.79,9350000.0,1310000.0,6690000.0,80000.0,1270000.0,72.5,3.6,2013-09-24
776,teslagrad,8692500,442200,206567,41,1719,14,0,89.14,10000.0,0.0,10000.0,0.0,0.0,78.0,6.7,2014-10-28
777,resident evil: survivor,8691540,199500,10713,16,584,14,0,215.17,710000.0,230000.0,150000.0,290000.0,50000.0,39.0,6.1,2000-08-30
778,anno 2205,8686260,1357740,4144,35,3887,14,0,32.08,230000.0,40000.0,170000.0,0.0,20000.0,72.0,6.0,2015-11-03
779,tony hawk's american wasteland,8647440,337320,30902,14,1149,15,0,94.86,940000.0,680000.0,210000.0,0.0,60000.0,76.0,7.6,2005-10-18
780,lego jurassic world,8605200,1957140,6851,41,7390,14,0,21.96,5680000.0,2410000.0,2480000.0,90000.0,700000.0,73.3,7.4,2015-06-12
781,warriors all-stars,8600400,402180,5251,30,1043,15,0,37.99,100000.0,30000.0,0.0,60000.0,10000.0,70.0,6.4,2017-08-29
782,phoenix wright: ace attorney - justice for all,8583660,592800,2839,20,708,14,0,71.98,530000.0,210000.0,40000.0,260000.0,30000.0,76.0,8.6,2007-01-16
783,rayman origins,8537820,911460,10144,34,4714,14,0,49.52,2590000.0,890000.0,1330000.0,10000.0,360000.0,83.8,7.9,2011-11-15
784,override: mech city brawl,8464980,155460,33358,33,1035,16,0,109.82,20000.0,20000.0,0.0,0.0,0.0,64.0,6.5,2018-12-04
785,earthworm jim 2,8463000,73980,134257,20,359,15,0,520.3499999999998,30000.0,20000.0,10000.0,0.0,0.0,45.0,6.0,2002-05-31
786,warioware gold,8448240,36120,9465,7,150,15,0,285.8400000000001,280000.0,110000.0,30000.0,130000.0,10000.0,78.0,8.2,2018-08-03
787,shadow hearts: covenant,8419440,360360,12413,14,284,15,0,81.97,240000.0,120000.0,90000.0,0.0,30000.0,85.0,8.8,2004-09-27
788,lego harry potter: years 5-7,8405160,490020,15206,17,1197,14,0,63.08000000000001,4340000.0,1980000.0,1850000.0,0.0,520000.0,73.4,7.4,2011-11-11
789,hitman: contracts,8403900,253200,9201,11,718,14,0,136.23,340000.0,260000.0,70000.0,0.0,10000.0,78.0,8.8,2004-04-20
790,ico,8395860,408660,17419,16,942,13,0,99.14,470000.0,230000.0,180000.0,0.0,60000.0,90.0,8.9,2001-09-24
791,ducktales: remastered,8381880,772560,9745,37,4146,14,0,53.4,160000.0,100000.0,40000.0,0.0,20000.0,73.7,7.5,2013-11-12
792,extinction,8326020,190800,19425,46,1075,15,0,91.55,110000.0,90000.0,0.0,0.0,20000.0,49.5,1.6,2018-04-10
793,tales of the abyss,8300160,719040,4034,27,713,14,0,57.81,1430000.0,450000.0,200000.0,720000.0,60000.0,76.5,8.6,2012-02-14
794,lego marvel super heroes,8232840,2047080,9294,43,9382,12,2,21.33,8120000.0,3540000.0,3520000.0,50000.0,990000.0,81.6,7.7,2013-10-22
795,resonance of fate,8190960,718920,6511,37,1109,13,0,76.71,1070000.0,320000.0,350000.0,300000.0,110000.0,73.0,7.8,2010-03-16
796,f1 2015,8148780,2668080,3655,73,8917,13,3,11.56,990000.0,190000.0,660000.0,40000.0,120000.0,63.3,5.5,2015-07-21
797,snk heroines tag team frenzy,8109840,96420,17158,23,501,15,0,151.57999999999996,70000.0,20000.0,10000.0,30000.0,0.0,60.0,6.4,2018-09-07
798,gunstar super heroes,8098740,11760,158225,17,67,14,0,2058.73,70000.0,50000.0,20000.0,0.0,0.0,83.0,7.8,2005-10-25
799,nba 2k playgrounds 2,8057640,311460,11357,16,1428,15,0,58.17,140000.0,70000.0,50000.0,0.0,10000.0,69.0,5.5,2018-11-09
800,death end re;quest,8014920,670680,3116,39,898,14,0,23.39,30000.0,0.0,0.0,30000.0,0.0,71.0,7.8,2019-12-01
801,the sims,8001240,345060,9844,15,1352,14,0,91.17,3260000.0,1760000.0,1250000.0,0.0,250000.0,84.0,7.6,2003-03-25
802,sniper elite v2,7987620,1234140,19548,37,6544,13,0,32.86,860000.0,460000.0,300000.0,20000.0,80000.0,62.5,5.9,2012-05-01
803,aven colony,7975620,449160,4609,48,1412,13,0,126.47,60000.0,40000.0,10000.0,0.0,10000.0,73.0,7.1,2017-08-01
804,mega man battle network 2,7950780,410220,8954,22,466,12,0,105.71,310000.0,220000.0,80000.0,0.0,10000.0,81.0,8.7,2002-10-18
805,legend of kay anniversary,7943760,120600,104658,16,387,14,0,205.16,160000.0,80000.0,60000.0,0.0,20000.0,61.0,6.3,2015-05-29
806,world of goo,7875060,309840,18438,32,2027,14,0,137.82,30000.0,0.0,30000.0,0.0,10000.0,90.0,8.4,2008-10-21
807,ys seven,7856160,460980,4866,21,492,14,0,58.45,230000.0,140000.0,0.0,80000.0,20000.0,79.0,8.4,2010-08-17
808,soulcalibur iii,7850880,169320,25708,11,451,13,0,140.45,1070000.0,740000.0,150000.0,130000.0,50000.0,86.0,8.5,2005-10-25
809,dog's life,7806960,58440,114739,14,166,13,0,348.04,420000.0,210000.0,160000.0,0.0,50000.0,64.0,3.3,2004-09-14
810,rare replay,7791180,1670280,8003,38,9196,13,0,24.630000000000006,780000.0,420000.0,270000.0,10000.0,70000.0,84.0,8.0,2015-08-04
811,the legend of heroes: trails in the sky sc,7780980,1008480,6121,18,608,12,0,27.65,60000.0,0.0,0.0,60000.0,0.0,76.0,8.3,2007-12-20
812,splatterhouse,7778280,107640,102959,20,386,13,0,244.76,340000.0,270000.0,50000.0,0.0,30000.0,60.5,7.9,2010-11-23
813,oddworld: stranger's wrath,7617960,236280,87272,17,821,12,0,135.39,260000.0,190000.0,60000.0,0.0,10000.0,88.0,8.8,2005-01-25
814,train sim world,7611960,1203720,5779,29,3230,13,1,12.38,120000.0,80000.0,30000.0,0.0,20000.0,60.5,6.4,2018-07-24
815,god eater resurrection,7585980,2543640,7947,70,7539,12,2,11.35,290000.0,0.0,0.0,290000.0,0.0,70.5,7.5,2016-10-01
816,lego dimensions,7563600,1832640,5474,44,5291,11,2,18.98,4230000.0,2070000.0,1620000.0,0.0,540000.0,76.0,6.7,2015-09-27
817,lost planet 2,7474260,393060,9463,19,1313,13,0,90.12,950000.0,290000.0,340000.0,200000.0,120000.0,68.0,6.9,2010-05-11
818,metal gear solid 2: substance,7456500,480420,8500,14,1020,12,0,64.57,1140000.0,560000.0,360000.0,160000.0,80000.0,87.0,8.6,2002-11-04
819,saints row iv: re-elected,7438080,3782460,10968,69,17288,12,6,8.17,660000.0,280000.0,270000.0,30000.0,80000.0,74.0,7.3,2015-01-20
820,disgaea: hour of darkness,7404240,1162800,9293,60,2281,11,0,32.0,330000.0,160000.0,130000.0,0.0,40000.0,84.0,8.8,2003-08-27
821,littlebigplanet,7395240,297300,95544,23,440,12,0,142.0,2610000.0,650000.0,1270000.0,10000.0,680000.0,87.0,7.9,2009-11-17
822,game of thrones,7351320,1905360,16696,108,6765,13,2,17.29,500000.0,250000.0,190000.0,0.0,60000.0,52.5,5.4,2012-05-15
823,detective pikachu,7342200,173520,2979,25,417,13,0,69.67,470000.0,150000.0,170000.0,120000.0,30000.0,71.0,7.4,2018-03-23
824,jade empire,7307100,755280,8752,22,1684,12,0,50.27,700000.0,480000.0,190000.0,0.0,30000.0,89.0,8.5,2005-04-12
825,super monkey ball adventure,7272360,37260,180170,11,103,13,0,1074.11,260000.0,180000.0,60000.0,0.0,10000.0,53.3,6.7,2006-08-01
826,rune factory 4,7209540,235500,6070,13,267,12,0,94.19,680000.0,400000.0,10000.0,220000.0,50000.0,78.0,8.2,2013-10-01
827,sega bass fishing,7173360,87960,162334,20,557,11,0,302.86,500000.0,450000.0,10000.0,0.0,40000.0,59.0,5.8,2008-02-26
828,one piece: pirate warriors 3,7146420,2391540,5660,38,9434,12,3,12.39,970000.0,110000.0,310000.0,450000.0,80000.0,69.3,7.4,2015-08-25
829,indiana jones and the emperor's tomb,7138800,114420,11987,9,298,11,0,190.32,180000.0,140000.0,40000.0,0.0,10000.0,73.0,8.6,2003-02-24
830,broken sword: the shadow of the templars,7059900,601140,5009,20,1298,11,0,59.55,60000.0,40000.0,20000.0,0.0,0.0,80.0,8.4,2002-03-17
831,mega man x collection,7028820,445020,11436,55,1334,13,0,81.94,370000.0,220000.0,120000.0,0.0,30000.0,74.0,9.3,2006-01-10
832,planescape: torment,7020240,396480,13571,17,616,11,0,74.14,30000.0,10000.0,20000.0,0.0,0.0,91.0,9.2,1999-11-30
833,overlord,6982980,706560,6457,21,2044,11,0,38.24,420000.0,340000.0,50000.0,10000.0,30000.0,78.5,8.2,2007-06-26
834,onrush,6907440,523200,7316,30,9874,12,0,21.82,80000.0,70000.0,0.0,0.0,10000.0,76.0,6.1,2018-06-05
835,lego marvel super heroes 2,6896640,555360,15154,30,3586,12,0,45.76,2350000.0,960000.0,1090000.0,10000.0,290000.0,74.3,7.3,2017-11-14
836,trine,6877200,1074360,11989,28,4698,10,0,32.81,10000.0,0.0,10000.0,0.0,0.0,80.0,8.1,2009-07-02
837,senran kagura shinovi versus,6860040,401520,22616,32,1424,11,0,72.99000000000002,310000.0,80000.0,30000.0,160000.0,40000.0,67.0,7.9,2014-10-14
838,super lucky's tale,6852660,604620,7678,26,2754,12,0,34.36,220000.0,130000.0,70000.0,0.0,20000.0,64.0,7.0,2017-11-07
839,harry potter and the half-blood prince,6796800,183420,10232,10,447,11,0,140.48000000000002,3220000.0,1120000.0,1290000.0,0.0,800000.0,60.4,5.1,2009-06-30
840,ghost trick: phantom detective,6743040,288000,4543,16,481,11,0,122.94,380000.0,170000.0,80000.0,120000.0,20000.0,83.0,8.8,2011-01-11
841,blue dragon,6703620,630600,4773,20,950,10,0,38.36,920000.0,300000.0,330000.0,210000.0,80000.0,79.0,7.9,2007-08-28
842,runner3,6659520,110940,15189,18,437,12,0,82.46000000000002,20000.0,20000.0,0.0,0.0,0.0,73.0,7.4,2018-05-22
843,star wars: republic commando,6654540,811020,12390,48,4696,10,0,30.22,720000.0,480000.0,220000.0,0.0,20000.0,78.0,8.6,2005-02-28
844,castlevania: lords of shadow 2,6642420,761340,5615,17,1603,12,0,36.5,290000.0,50000.0,190000.0,20000.0,40000.0,66.5,7.8,2014-02-25
845,majesty 2: the fantasy kingdom sim,6627540,132960,11465,12,311,10,0,204.77,20000.0,10000.0,0.0,0.0,0.0,72.0,7.3,2009-09-15
846,mega man anniversary collection,6621300,140100,15529,12,350,10,0,171.76,1140000.0,710000.0,330000.0,0.0,90000.0,80.7,8.8,2004-06-22
847,song of the deep,6547140,775740,11322,66,3293,10,0,33.239999999999995,350000.0,300000.0,0.0,0.0,50000.0,68.7,7.1,2016-07-12
848,resident evil: operation raccoon city,6529500,520920,16075,23,1858,10,0,65.77,1990000.0,1030000.0,410000.0,390000.0,160000.0,50.7,4.7,2012-03-20
849,mortal kombat: deception,6513060,90180,25327,8,312,11,0,228.62,2750000.0,1620000.0,860000.0,0.0,270000.0,79.7,8.6,2004-10-04
850,the last remnant,6511380,1271640,2233,27,2049,10,0,20.0,690000.0,250000.0,210000.0,180000.0,60000.0,66.0,7.5,2008-11-20
851,dynasty warriors 8: xtreme legends,6491940,808620,3628,21,1906,10,0,27.629999999999995,160000.0,20000.0,20000.0,110000.0,10000.0,68.0,7.0,2014-03-25
852,naruto shippuden: ultimate ninja storm generations,6490500,31140,23499,7,110,12,0,635.7500000000001,1190000.0,530000.0,390000.0,150000.0,130000.0,74.0,7.0,2012-03-13
853,radiant historia,6447180,284460,11454,18,241,11,0,117.41,300000.0,190000.0,0.0,90000.0,20000.0,85.0,8.7,2011-02-22
854,need for speed: undercover,6401580,311400,5837,9,1208,10,0,58.8,6870000.0,2490000.0,2520000.0,120000.0,1780000.0,62.9,6.1,2008-11-17
855,dawn of discovery: venice,6389520,467820,8964,23,1289,10,0,64.07,10000.0,0.0,0.0,0.0,0.0,78.0,7.7,2010-02-26
856,lego the hobbit,6346800,664440,22584,39,3516,10,0,36.54,2460000.0,800000.0,1360000.0,0.0,300000.0,70.3,6.7,2014-04-08
857,past cure,6346440,92340,10382,15,454,12,0,68.73,50000.0,40000.0,0.0,0.0,0.0,35.5,5.9,2018-02-23
858,half-minute hero,6344700,19440,133178,13,84,11,0,886.28,190000.0,80000.0,20000.0,70000.0,20000.0,84.0,7.9,2009-10-13
859,wwe 2k14,6334260,191580,5827,11,251,9,0,112.95,2320000.0,1130000.0,890000.0,0.0,300000.0,74.5,7.5,2013-10-29
860,forza horizon,6310200,1591560,12992,100,9761,8,2,22.65,1940000.0,820000.0,940000.0,40000.0,160000.0,85.0,8.5,2012-10-23
861,ssx 3,6299340,602700,15497,19,1292,10,0,40.39,2560000.0,1600000.0,710000.0,0.0,240000.0,85.0,8.3,2003-10-20
862,the warriors,6295560,1316820,6869,60,5357,9,0,23.29,1090000.0,880000.0,100000.0,0.0,110000.0,83.3,8.2,2005-10-17
863,steins;gate 0,6250020,451200,28578,18,802,9,0,55.61,220000.0,0.0,70000.0,140000.0,20000.0,82.5,8.2,2016-11-29
864,fortress,6238440,27300,10462,7,131,11,0,839.22,320000.0,230000.0,80000.0,0.0,10000.0,64.0,7.8,2001-08-13
865,here they lie,6233520,544860,20054,36,5139,10,0,91.66,40000.0,0.0,30000.0,0.0,10000.0,62.0,6.8,2016-10-13
866,harvest moon: back to nature,6195660,411540,2953,18,635,8,0,77.11000000000001,320000.0,110000.0,70000.0,120000.0,20000.0,82.0,8.9,2000-11-22
867,monster rancher 4,6159540,52980,8509,6,97,10,0,277.88,340000.0,80000.0,60000.0,190000.0,20000.0,77.0,8.5,2003-11-13
868,tales of xillia 2,6131520,447720,6558,17,356,10,0,69.03,870000.0,220000.0,130000.0,450000.0,70000.0,71.0,8.1,2014-08-19
869,contra: shattered soldier,6088680,36840,115226,13,84,11,0,296.76,580000.0,280000.0,220000.0,0.0,70000.0,78.0,7.2,2002-10-22
870,scratches,6066720,60540,22038,12,187,10,0,481.39,10000.0,0.0,10000.0,0.0,0.0,67.0,7.9,2006-03-08
871,street fighter iv,6018660,331200,20719,18,1886,8,0,86.64999999999998,7270000.0,3940000.0,1800000.0,740000.0,800000.0,92.7,7.5,2009-02-17
872,vagrant story,6006420,435600,24480,14,682,9,0,51.32,870000.0,300000.0,200000.0,300000.0,60000.0,92.0,9.1,2000-05-15
873,fifa street,5990220,41280,16714,7,172,9,0,611.4399999999998,100000.0,80000.0,20000.0,0.0,0.0,60.0,8.0,2005-02-22
874,street fighter x tekken,5983500,253560,23641,15,941,8,0,120.6,1340000.0,740000.0,340000.0,130000.0,140000.0,82.0,5.4,2012-03-06
875,street fighter x tekken,5983500,253560,23641,15,941,8,0,120.6,210000.0,100000.0,50000.0,10000.0,40000.0,79.0,7.5,2012-10-23
876,crash bandicoot: the wrath of cortex,5963460,556380,5049,29,1675,9,0,53.73,7240000.0,3120000.0,2980000.0,240000.0,910000.0,66.0,7.3,2001-10-29
877,"ed, edd n eddy: the mis-edventures",5895060,84060,88644,12,241,10,0,162.55,680000.0,550000.0,70000.0,0.0,70000.0,53.7,7.8,2005-11-03
878,the dwarves,5878620,342420,9713,47,1282,9,0,80.72000000000001,60000.0,50000.0,10000.0,0.0,10000.0,59.7,5.4,2016-12-01
879,killer7,5834760,503700,29455,26,1121,9,0,43.44,240000.0,160000.0,60000.0,0.0,10000.0,72.0,8.7,2005-07-07
880,the bureau: xcom declassified,5833860,652320,6087,39,1685,8,0,49.97,320000.0,80000.0,190000.0,0.0,40000.0,67.5,6.6,2013-08-20
881,mega man legends 2,5833260,477300,8932,18,719,9,0,61.73,420000.0,170000.0,120000.0,100000.0,30000.0,76.0,9.1,2000-10-24
882,farming simulator 2013,5807640,277140,46783,15,1014,10,0,75.18,390000.0,220000.0,130000.0,0.0,30000.0,33.0,6.2,2013-11-19
883,nascar heat 3,5804040,1468560,6440,59,3601,10,1,8.89,100000.0,90000.0,0.0,0.0,10000.0,68.0,7.3,2018-09-07
884,batman: arkham vr,5786940,79380,31295,14,2381,8,0,274.46,390000.0,320000.0,0.0,0.0,70000.0,74.0,7.3,2016-10-11
885,lara croft tomb raider: the angel of darkness,5741100,325680,19110,13,480,9,0,72.24000000000002,1250000.0,610000.0,480000.0,0.0,160000.0,52.0,6.5,2003-06-20
886,lego dc super-villains,5734800,331500,16531,22,1820,10,0,40.62000000000001,1200000.0,700000.0,360000.0,0.0,150000.0,73.7,7.5,2018-10-16
887,the lord of the rings: war in the north,5724000,576960,5420,22,2000,10,0,39.42,1700000.0,800000.0,670000.0,10000.0,200000.0,62.0,7.2,2011-11-01
888,metroid: other m,5707740,350160,9419,20,604,9,0,65.69,1360000.0,850000.0,280000.0,130000.0,100000.0,79.0,6.6,2010-08-31
